创世金融安岁私募基金,1,SCF239,应收账款质押,"3,000,000.00 ",12,1/26/2018,12/14/2018
创世金融安步私募基金,1,SCG063,应收账款质押,"33,000,000.00 ",9,1/29/2018,10/23/2018
创世金融安进私募基金,1,SCG061,应收账款质押,"33,000,000.00 ",9,1/29/2018,10/23/2018
创世金融安意私募基金,1,SCG067,应收账款质押,"3,000,000.00 ",6,1/30/2018,7/30/2018
创世金融安成私募基金,3,SCE262,应收账款质押,"15,600,000.00 ",9,1/30/2018,10/17/2018
创世金融安贵私募基金,3,SCE264,应收账款质押,"6,000,000.00 ",9,1/30/2018,10/17/2018
创世金融安进私募基金,2,SCG061,应收账款质押,"73,400,000.00 ",9,2/1/2018,10/17/2018
创世金融安起私募基金,1,SCG055,应收账款质押,"4,000,000.00 ",9,2/1/2018,10/17/2018
创世金融安意私募基金,2,SCG067,应收账款质押,"60,000,000.00 ",6,2/2/2018,8/2/2018
创世金融安健私募基金,2,SCE267,应收账款质押,"28,000,000.00 ",12,2/2/2018,12/14/2018
创世金融安福私募基金,3,SCD127,应收账款质押,"27,500,000.00 ",12,2/2/2018,12/14/2018
创世金融安进私募基金,3,SCG061,应收账款质押,"86,200,000.00 ",9,2/6/2018,10/25/2018
创世金融安益私募基金,2,SY6821,应收账款质押,"27,000,000.00 ",12,2/8/2018,12/10/2018
创世金融安福私募基金,4,SCD127,应收账款质押,"18,200,000.00 ",12,2/8/2018,12/10/2018
创世金融安意私募基金,3,SCG067,应收账款质押,"99,000,000.00 ",6,2/9/2018,7/23/2018
创世金融安进私募基金,4,SCG061,应收账款质押,"100,300,000.00 ",9,2/9/2018,10/18/2018
创世金融安成私募基金,4,SCE262,应收账款质押,"34,800,000.00 ",9,2/9/2018,10/18/2018
创世金融安意私募基金,4,SCG067,应收账款质押,"18,000,000.00 ",6,2/13/2018,8/9/2018
创世金融安进私募基金,5,SCG061,应收账款质押,"144,600,000.00 ",9,3/13/2018,12/13/2018
创世金融安意私募基金,5,SCG067,应收账款质押,"100,000,000.00 ",6,5/18/2018,11/16/2018
创世金融安福私募基金,5,SCD127,应收账款质押,"62,800,000.00 ",12,5/22/2018,5/22/2019
创世金融安健私募基金,3,SCE267,应收账款质押,"247,700,000.00 ",12,5/22/2018,5/22/2019
创世金融安健私募基金,4,SCE267,应收账款质押,"83,000,000.00 ",12,6/13/2018,12/21/2018
创世金融安贵私募基金,4,SCE264,应收账款质押,"123,000,000.00 ",9,7/12/2018,12/18/2018
创世金融安成私募基金,6,SCE262,应收账款质押,"71,200,000.00 ",9,7/12/2018,12/18/2018
创世金融安贵私募基金,5,SCE264,应收账款质押,"211,400,000.00 ",9,7/16/2018,12/21/2018
创世金融安成私募基金,7,SCE262,应收账款质押,"81,700,000.00 ",9,7/16/2018,12/21/2018
创世金融安意私募基金,6,,,"147,100,000.00 ",6,8/24/2018,12/25/2018
创世金融安意私募基金,7,,,"66,500,000.00 ",6,8/28/2018,12/24/2018
创世金融安意私募基金,8,,,"34,000,000.00 ",6,8/31/2018,12/24/2018
创世金融安意私募基金,9,,,"86,400,000.00 ",6,9/4/2018,12/25/2018
创世金融安意私募基金,10,,,"26,000,000.00 ",6,9/7/2018,12/25/2018
创世金融安意私募基金,11,,,"41,500,000.00 ",6,9/11/2018,12/25/2018
创世金融安贵私募基金,6,,,"17,000,000.00 ",9,9/11/2018,3/21/2019
创世金融安成私募基金,8,,,"21,800,000.00 ",9,9/11/2018,3/21/2019
创世金融安贵私募基金,7,,,"37,700,000.00 ",9,9/14/2018,4/12/2019
创世金融安进私募基金,7,,,"10,000,000.00 ",9,9/14/2018,4/12/2019
创世金融安健私募基金,5,,,"60,400,000.00 ",12,9/14/2018,9/13/2019
创世金融安福私募基金,6,,,"94,900,000.00 ",12,9/14/2018,9/13/2019
创世金融安贵私募基金,8,,,"16,000,000.00 ",9,9/18/2018,4/18/2019
创世金融安健私募基金,6,,,"41,000,000.00 ",12,9/18/2018,9/18/2019
创世金融安意私募基金,12,,,"60,000,000.00 ",6,9/19/2018,12/19/2018
创世金融安贵私募基金,9,,,"21,000,000.00 ",9,9/21/2018,4/19/2019
创世金融安进私募基金,9,,,"22,000,000.00 ",9,9/21/2018,4/19/2019
创世金融安健私募基金,7,,,"55,500,000.00 ",12,9/21/2018,9/20/2019
创世金融安贵私募基金,10,,,"10,000,000.00 ",9,9/26/2018,4/26/2019
创世金融安健私募基金,8,,,"11,000,000.00 ",12,9/26/2018,9/26/2019
创世金融安意私募基金,15,,,"32,000,000.00 ",6,9/28/2018,12/25/2018
创世金融安贵私募基金,11,,,"17,500,000.00 ",9,9/28/2018,4/26/2019
